facility_id,facility_name,facility_type,subtype,owner_type,settlement,is_phcu,status,operational_status,region,zone,woreda,city,kebele,latitude,longitude,altitude,dhis2_id,ethiopian_national_facility_id,catchment_population,number_of_inpatient_beds,number_of_maternity_beds,number_of_emergency_beds,number_of_opd_rooms,number_of_ipd_rooms,number_of_laboratory_rooms,number_of_imaging_rooms,number_of_mch_rooms,number_of_icu_rooms,phone,facility_owners_name,referral_linkage,reports_to,year_opened,created_at_text,_sdc_extracted_at,region_canonical,region_raw,facility_name_amharic_xlat,facility_name_expanded,facility_name_normalized,facility_name_phonetic,region_normalized,zone_normalized,woreda_normalized
1005488,Erena Medium Clinic,Clinic,Medium Clinic,Private for profit,Rural,No,Approved,Operational,oromia,East Shewa Zone,Lume,Koka,Koka 01,8.4403461,39.0305115,1616.0,,104722-4,,,,,1.0,,,,1.0,,911617658,Elilta Nagga  ,,Lume Woreda,"ጥቅምት 17,2012","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Erena Medium Clinic,Erena Medium Clinic,erena medium clinic,E655,oromia,east shewa zone,lume
1005513,Sena Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,West Arsi Zone,Kofole Town, Kofale,Kofele 01,7.0717135,38.7819571,2667.2998046875,J9WBalNlz4M,104748-9,7773.0,,,1.0,101.0,,,,1.0,,919746564,Bashaa Kadiir Gemedo,,Kofele Town,"ሚያዝያ 21,2002","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Sena Primary Clinic,Sena Primary Clinic,sena primary clinic,S516,oromia,west arsi zone,kofole town
1005565,Biniam Primary Clinic,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,oromia,West Arsi Zone,Siraro,Senbete Sinkile,Senbete Sinkile 01,7.2116889,38.2077004,1909.0,,104800-8,34262.0,,,0.0,1.0,,,,,,916853046,Mathios Firanso Ganoro,,Siraro Woreda ,"ሰኔ 6,2003","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Biniam Primary Clinic,Biniam Primary Clinic,biniam primary clinic,B551,oromia,west arsi zone,siraro
1005587,Teklay Primary Clinic,Clinic,Clinic,Private for profit,Rural,No,Pending,Operational,tigray,Western Zone,Wolkayit Woreda,,Korarit,,,,,104823-0,,,,,,,,,,,914417751,,,Mekonen Drug Shop,,"ሰኔ 21,2013",2026-05-22 00:13:20,tigray,Tigray Region,Teklay Primary Clinic,Teklay Primary Clinic,teklay primary clinic,T241,tigray,western zone,wolkayit woreda
1005679,Boku Luboma Health Center,Health Center,Health Center,Public/Government,Urban,Yes,Approved,Operational,oromia,Borena Zone,Miyo,Boku,Boku,3.8672576,38.6950043,1259.7,,104916-2,14877.0,3.0,,1.0,2.0,1.0,,,11.0,,910120465,Government,,Miyo Woreda ,"ጳጉሜን 5,2000","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Boku Luboma Health Center,Boku Luboma Health Center,boku luboma health center,B241,oromia,borena zone,miyo
1005752,Biruh Tesfa Medium Clinic,Clinic,Medium Clinic,Private for profit,Rural,No,Approved,Operational,tigray,Southern Zone,Raya Alamata Woreda,,01 Waja,,,,,104986-5,,,,,,,,,,,914732326,Areki Hagezom,,Raya Alamata Woreda,"ጥቅምት 3,2007","ሰኔ 21,2013",2026-05-22 00:13:20,tigray,Tigray Region,Biruh Tesfa Medium Clinic,Biruh Tesfa Medium Clinic,biruh tesfa medium clinic,B632,tigray,southern zone,raya alamata woreda
1005868,Kidus Rufael Catholic Primary Clinic,Clinic,Primary Clinic,Private Not for profit,Urban,No,Approved,Operational,benishangul gumuz,Metekel Zone,Pawi Woreda,Pawi,Mender 7,11.3199818,36.4047243,1096.6,,105101-0,,,,1.0,1.0,,3.0,,,,911393324,Catholic church ,,Pawi Woreda,"ታኅሣሥ 14,2006","ሰኔ 21,2013",2026-05-22 00:13:20,benishangul gumuz,Benishangul-Gumuz Region,Kidus Rufael Catholic Primary Clinic,Kidus Rufael Catholic Primary Clinic,kidus rufael catholic primary clinic,K326,benishangul gumuz,metekel zone,pawi woreda
1005877,Chabi Dida Nyata,Health Center,Health Center,Public/Government,Rural,Yes,Approved,Operational,oromia,Shashemene Town,Haruf SubCity,Shashemene ,Chebi Dida Nyata,7.242253,38.5182771,1765.0,,105114-3,,,1.0,3.0,3.0,,1.0,,4.0,,910052760,Government,Melka Oda General Hospital,Shashemene Town,"ሐምሌ 29,2015","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Chabi Dida Nyata,Chabi Dida Nyata,chabi dida nyata,C133,oromia,shashemene town,haruf subcity
1005892,Chala Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,East Borena Zone,Goro Dola Woreda,Darara,Guduba Bururu,5.5513494,39.3939519,1693.8,,105129-1,,,,2.0,12.0,,,,,,916117297,Qumbi Shonta Sera,,Goro Dola Woreda,"ነሐሴ 27,2010","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Chala Primary Clinic,Chala Primary Clinic,chala primary clinic,C416,oromia,east borena zone,goro dola woreda
1005934,Chekurkudo Health Post,Health Post,Health Post,Public/Government,Rural,No,Pending,Operational,tigray,Western Zone,Tsegede Woreda,,Chekurkudo,,,,,105170-5,,,,,,,,,,,963499584,,,Tesfa Drug Shop,,"ሰኔ 21,2013",2026-05-22 00:13:20,tigray,Tigray Region,Chekurkudo Health Post,Chekurkudo Health Post,chekurkudo health post,C262,tigray,western zone,tsegede woreda
1006015,Gebreamlak Drug Store,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Closed,tigray,North West Zone,Asgede Woreda,,Debreabay,,,,,105250-5,,,,,,,,,,,914781395,Gebreamlak Gebrehiwet,,,"ሐምሌ 22,2011","ሰኔ 21,2013",2026-05-22 00:13:20,tigray,Tigray Region,Gebreamlak Drug Store,Gebreamlak Drug Store,gebreamlak drug store,G165,tigray,north west zone,asgede woreda
1006032,Dadimos Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,oromia,West Arsi Zone,Adaba, Adaba 02,Adaba 02,7.0067102,39.3946366,2412.2998046875,,105267-9,9852.0,,1.0,,,,1.0,,1.0,,913284191,Ketema Abebe Alemu ,,,"ነሐሴ 26,2002","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Dadimos Drug Store,Dadimos Drug Store,dadimos drug store,D352,oromia,west arsi zone,adaba
1006091,Dangur Mekael Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Pending,Operational,benishangul gumuz,Metekel Zone,Dangur Woreda,,Dangur mekahel ,11.33071,35.950065,,,105325-5,,,,,,,,,,,917621749,Shanbele Nugussa,,Gublak Health Center,"ጥቅምት 28,2005","ሰኔ 21,2013",2026-05-22 00:13:20,benishangul gumuz,Benishangul-Gumuz Region,Dangur Mekael Health Post,Dangur Mekael Health Post,dangur mekael health post,D526,benishangul gumuz,metekel zone,dangur woreda
1006093,Sagni Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,West Arsi Zone,Kofole Town,kofale,Kofele 01,7.0739436,38.7840739,2769.733,,105328-9,6972.0,,,2.0,1.0,,,,,,916788906,Tusa Dube Bake ,,Kofele Town,"ታኅሣሥ 17,1998","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Sagni Primary Clinic,Sagni Primary Clinic,sagni primary clinic,S251,oromia,west arsi zone,kofole town
1006101,Kenaket Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,oromia,South West Shewa,Goro,Gurura,Gurura-01,8.4396133,37.9226013,1925.1,,105336-2,,,,,,,,,,,913914194,Roba kuma Dirirsa,,,"ኅዳር 27,2014","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Kenaket Drug Store,Kenaket Drug Store,kenaket drug store,K523,oromia,south west shewa,goro
1006142,Genale Primry Clinc,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,oromia,Guji Zone,Odo Shakiso,Hangadi,Hangadi,5.8606392,38.7765228,2148.0,,105375-0,,,,2.0,1.0,,,,,,910230196,Zinabu Degife Shenko,,Odo Shakiso Woreda ,"ታኅሣሥ 2,2005","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Genale Primry Clinc,Genale Primry Clinc,genale primry clinc,G541,oromia,guji zone,odo shakiso
1006148,Dawa Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,Guji Zone,Aga Wayyu,Dawa,Dawa,,,,,105381-8,,,,,,,,,,,966902351,Hirut Teshome Lecobe,,Aga Wayu Woreda,"ታኅሣሥ 15,2007","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Dawa Primary Clinic,Dawa Primary Clinic,dawa primary clinic,D165,oromia,guji zone,aga wayyu
1006190,Zewldi Drug Store,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Operational,tigray,North West Zone,Asgede Woreda,,Kisadgaba,14.1236736,38.0956448,1531.7,,105422-0,,,,,,,,,,,914186473,Zeweli Kidanu ,,,"ጥር 3,2009","ሰኔ 21,2013",2026-05-22 00:13:20,tigray,Tigray Region,Zewldi Drug Store,Zewldi Drug Store,zewldi drug store,Z433,tigray,north west zone,asgede woreda
1006519,Don dental specialty Clinic,Specialty Clinic,Dental clinic,Private for profit,Urban,No,Pending,Closed,tigray,Mekelle Zone,Qedamay Woyane,,Selam,,,,,105751-2,,,,,,,,,,,917634980,Dr. Aamaha Kebede,,Qedamay Woyane Woreda,"ታኅሣሥ 7,2006","ሰኔ 21,2013",2026-05-22 00:13:20,tigray,Tigray Region,Don dental specialty Clinic,Don dental specialty Clinic,don dental specialty clinic,D535,tigray,mekelle zone,qedamay woyane
1006551,Adyabo Surgical Speciality Center,Specialty Center,Surgery Center,Private for profit,Urban,No,Approved,Operational,tigray,North West Zone,Shire Endasilase,,shire endasilase,14.0963992,38.2731576,1898.84580824827,EE2cT0DMeSg,105783-5,,,,,,,,,,,911816427,Dr ASmamaw Yosief,,Shire Endasilase Woreda,"ታኅሣሥ 11,2010","ሰኔ 21,2013",2026-05-22 00:13:20,tigray,Tigray Region,Adyabo Surgical Speciality Center,Adyabo Surgical Speciality Center,adyabo surgical speciality center,A312,tigray,north west zone,shire endasilase
1006553,Sifan Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Closed,oromia,Borena Zone,Dire,Mega,1,4.0557504,38.3220067,0.0,,105785-0,,,1.0,1.0,1.0,,,,,,918698522,ANDARGE HAILE Wolidemedin,,Dire Woreda,"ሐምሌ 2,2009","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Sifan Primary Clinic,Sifan Primary Clinic,sifan primary clinic,S151,oromia,borena zone,dire
1006569,Ansuman Medium Clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,oromia,Buno Bedele Zone,Bedele Town,Bedele,Sidisa,8.4496587,36.3418527,0.0,,105801-5,1999.0,,,1.0,1.0,,1.0,1.0,,,963421370,Amsalu Bayisa,,Bedele Town Woreda,"መጋቢት 8,2012","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Ansuman Medium Clinic,Ansuman Medium Clinic,ansuman medium clinic,A525,oromia,buno bedele zone,bedele town
1006581,D/r' Markos specialty center,Specialty Center,Internal Medicine Center,Private for profit,Urban,No,Approved,Closed,tigray,Mekelle Zone,Qedamay Woyane,,Hayelom,,,,,105812-2,,,,,,,,,,,914300338,D/r Markos Gesese,,Qedamay Woyane Woreda,"ሐምሌ 11,2013","ሰኔ 21,2013",2026-05-22 00:13:20,tigray,Tigray Region,D/r' Markos specialty center,D/r' Markos specialty center,d r' markos specialty center,D656,tigray,mekelle zone,qedamay woyane
1006601,RedCross Drug Shop,Pharmacy,Drug Store,Private for profit,Urban,No,Pending,Operational,tigray,Western Zone,Setit Humra Woreda,,Setit,,,,,105832-0,,,,,,,,,,,911864494,,,,,"ሰኔ 21,2013",2026-05-22 00:13:20,tigray,Tigray Region,RedCross Drug Shop,RedCross Drug Shop,redcross drug shop,R326,tigray,western zone,setit humra woreda
1006608,Aklilu Drug Shop,Pharmacy,Drug Store,Private for profit,Urban,No,Pending,Operational,tigray,Western Zone,Setit Humra Woreda,,Setit,,,,,105839-5,,,,,,,,,,,968867511,,,,,"ሰኔ 21,2013",2026-05-22 00:13:20,tigray,Tigray Region,Aklilu Drug Shop,Aklilu Drug Shop,aklilu drug shop,A244,tigray,western zone,setit humra woreda
1006612,Emebit Drug Shop,Pharmacy,Drug Store,Private for profit,Rural,No,Pending,Operational,tigray,Western Zone,Tsegede Woreda,,Dansha,,,,,105843-7,,,,,,,,,,,918214818,,,,,"ሰኔ 21,2013",2026-05-22 00:13:20,tigray,Tigray Region,Emebit Drug Shop,Emebit Drug Shop,emebit drug shop,E513,tigray,western zone,tsegede woreda
1006616,Dr Daryalew Internal Medicine Specialty Clinic,Specialty Clinic,Specialty Clinic,Private for profit,Urban,No,Pending,Operational,tigray,Western Zone,Setit Humra Woreda,,Setit,,,,,105847-8,,,,,,,,,,,914270478,,,Setit Humra Woreda,,"ሰኔ 21,2013",2026-05-22 00:13:20,tigray,Tigray Region,Dr Daryalew Internal Medicine Specialty Clinic,Dr Daryalew Internal Medicine Specialty Clinic,dr daryalew internal medicine specialty clinic,D636,tigray,western zone,setit humra woreda
1006666,Eba Primary Clinic,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,oromia,Guji Zone,Odo Shakiso,Reji,Reji,5.6923131,38.8938431,1762.0,,105897-3,,,,1.0,1.0,,,,,,913299566,Udo Boru Bune,,Odo Shakiso Woreda ,"ታኅሣሥ 15,2006","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Eba Primary Clinic,Eba Primary Clinic,eba primary clinic,E116,oromia,guji zone,odo shakiso
1006737,Eliyas Primary Clinic,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,benishangul gumuz,Kamashi Zone,Mizhiga Woreda,,,,,,,105965-8,,,,,,,,,,,917889364,,,Mizhiga Woreda ,"ሚያዝያ 1,2009","ሰኔ 21,2013",2026-05-22 00:13:20,benishangul gumuz,Benishangul-Gumuz Region,Eliyas Primary Clinic,Eliyas Primary Clinic,eliyas primary clinic,E421,benishangul gumuz,kamashi zone,mizhiga woreda
1006738,Elishaday Medium Clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,benishangul gumuz,Metekel Zone,Bulen Woreda,Bulen,01,10.6019749,36.082991,1686.1,,105966-6,,,,1.0,1.0,,,,,,918164844,Dereje Mekonnen,,Dibate Woreda,"የካቲት 16,2011","ሰኔ 21,2013",2026-05-22 00:13:20,benishangul gumuz,Benishangul-Gumuz Region,Elishaday Medium Clinic,Elishaday Medium Clinic,elishaday medium clinic,E423,benishangul gumuz,metekel zone,bulen woreda
1006780,Embamadre Health Center,Health Center,Health Center,Public/Government,Rural,Yes,Approved,Operational,tigray,North West Zone,Tselemti,,Embamadre,13.69254,38.172105,,,106012-8,,,,,,,,,,,960699334,Sinke Gizachew,,Tselemti Woreda,"ግንቦት 16,1997","ሰኔ 21,2013",2026-05-22 00:13:20,tigray,Tigray Region,Embamadre Health Center,Embamadre Health Center,embamadre health center,E515,tigray,north west zone,tselemti
1006811,Endasilase Health Post,Health Post,Health Post,Public/Government,Rural,No,Pending,Operational,tigray,Western Zone,Tsegede Woreda,,Endaslase,13.426453,37.394687,,,106042-5,,,,,,,,,,,914253288,,,,,"ሰኔ 21,2013",2026-05-22 00:13:20,tigray,Tigray Region,Endasilase Health Post,Endasilase Health Post,endasilase health post,E532,tigray,western zone,tsegede woreda
1006872,Welkayt Medium Clinic,Clinic,Clinic,Private for profit,Rural,No,Pending,Operational,tigray,Western Zone,Wolkayit Woreda,,Adi-Remets,,,,,106105-0,,,,,,,,,,,918237119,,,Mekonen Drug Shop,,"ሰኔ 21,2013",2026-05-22 00:13:20,tigray,Tigray Region,Welkayt Medium Clinic,Welkayt Medium Clinic,welkayt medium clinic,W423,tigray,western zone,wolkayit woreda
1007029,Fitsum Medium Clinic,Clinic,Medium Clinic,Private for profit,Rural,No,Approved,Operational,tigray,North West Zone,Asgede Woreda,,Hitsats,14.0994017,37.9580628,1079.4,,106262-9,,,,3.0,1.0,,,,,,914004665,Firsum Tadesse,,Asgede Woreda,"ጥቅምት 22,1997","ሰኔ 21,2013",2026-05-22 00:13:20,tigray,Tigray Region,Fitsum Medium Clinic,Fitsum Medium Clinic,fitsum medium clinic,F325,tigray,north west zone,asgede woreda
1007100,Efofyta Masho Medium Clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,tigray,Mekelle Zone,Hadnet,,Smret,13.461983,39.4666962,2162.19995117187,,106335-3,,,,1.0,1.0,,,,,,914156202,Sr. Masho Abreha Teklu,,Hadnet Woreda,"ግንቦት 17,2015","ሰኔ 21,2013",2026-05-22 00:13:20,tigray,Tigray Region,Efofyta Masho Medium Clinic,Efofyta Masho Medium Clinic,efofyta masho medium clinic,E113,tigray,mekelle zone,hadnet
1007221,Hakan Jirata Health Center,Health Center,Health Center,Public/Government,Urban,Yes,Approved,Operational,oromia,West Hararge Zone,Tulo,Gara nugus,Garanugus,9.0579297,41.0487319,2490.0,,106455-9,,,,1.0,2.0,,,,,,961912103,Government,,Tulo Woreda,"ጥቅምት 24,2006","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Hakan Jirata Health Center,Hakan Jirata Health Center,hakan jirata health center,H252,oromia,west hararge zone,tulo
1007321,Hacalu Hundesa Health Center,Health Center,Health Center,Public/Government,Urban,Yes,Approved,Operational,oromia,Sheger City,Melka Nonno Sub-City,Melka Nono Subcity ,Malka Gefersa ,9.0336571,38.6824041,2502.0,,106556-4,,7.0,3.0,2.0,4.0,1.0,1.0,,4.0,,968342480,Government ,,Malka Nono Sub City,"ነሐሴ 26,2013","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Hacalu Hundesa Health Center,Hacalu Hundesa Health Center,hacalu hundesa health center,H245,oromia,sheger city,melka nonno sub city
1007429,Block Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,gambella,Nuer Zone,Makuey,,,,,,,106664-6,,,,,,,,,,,917804639,Nyachom Nguot	,,Gier Health Center,"ሐምሌ 10,1995","ሰኔ 21,2013",2026-05-22 00:13:20,gambella,Gambella Region,Block Health Post,Block Health Post,block health post,B424,gambella,nuer zone,makuey
1007515,Metu Medium Clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,oromia,Metu Town,Metu Town,Metu Town,Kolo Korma,8.2991912,35.5803033,1697.20007324218,,106749-5,58000.0,,,1.0,1.0,,,,1.0,,939305681,Aklilu Shimelis,,Metu Town Health Office,"ኅዳር 1,2012","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Metu Medium Clinic,Metu Medium Clinic,metu medium clinic,M353,oromia,metu town,metu town
1007567,Fayera Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,East Borena Zone,Goro Dola Woreda,Harekelo,01,5.5516822,39.3934408,1710.2,,106799-0,,,,1.0,1.0,,,,,,910417734,Buzuneh Darege Seifu,,Goro Dola Woreda,"ታኅሣሥ 7,2006","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Fayera Primary Clinic,Fayera Primary Clinic,fayera primary clinic,F616,oromia,east borena zone,goro dola woreda
1007634,Matii rimary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,West Shewa Zone,Dano,Danoo shanan,Danoo shanan,8.8716023,37.3063959,0.0,,106864-2,,,,1.0,1.0,,,,,,913136065,Dajanee Ajamaa,,Dano Woreda ,"ኅዳር 21,2014","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Matii rimary Clinic,Matii rimary Clinic,matii rimary clinic,M365,oromia,west shewa zone,dano
1007791,Embagenet Health Center,Health Center,Health Center,Public/Government,Rural,Yes,Pending,Operational,tigray,Western Zone,Tsegede Woreda,,Werie,13.57705,36.77238,,,107026-7,,,,,,,,,,,914126888,,,Tesfa Drug Shop,,"ሰኔ 21,2013",2026-05-22 00:13:20,tigray,Tigray Region,Embagenet Health Center,Embagenet Health Center,embagenet health center,E512,tigray,western zone,tsegede woreda
1007797,Balo Health Center,Health Center,Health Center,Public/Government,Urban,Yes,Approved,Operational,oromia,East Wollega Zone,Sasiga,Sambadure,Sambadure,9.1732933,36.4665359,1754.7,,107031-7,2500.0,2.0,,1.0,2.0,,,,,,920407081,Government,,Sasiga Woreda ,"መስከረም 30,2003","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Balo Health Center,Balo Health Center,balo health center,B443,oromia,east wollega zone,sasiga
1007798,Berihun Drug Shop,Pharmacy,Drug Store,Private for profit,Rural,No,Pending,Operational,tigray,Western Zone,Wolkayit Woreda,,Megue,,,,,107032-5,,,,,,,,,,,914124255,,,,,"ሰኔ 21,2013",2026-05-22 00:13:20,tigray,Tigray Region,Berihun Drug Shop,Berihun Drug Shop,berihun drug shop,B653,tigray,western zone,wolkayit woreda
1007800,Hadush Medium Clinic,Clinic,Medium Clinic,Private for profit,Rural,No,Approved,Operational,tigray,North West Zone,Adi Daero Town,,Adi nebried,14.4174383,38.1881145,1755.7,,107034-1,,,,2.0,1.0,,,,,,914127756,Hadush Kebede,,Adi Daero Town,"የካቲት 12,2015","ሰኔ 21,2013",2026-05-22 00:13:20,tigray,Tigray Region,Hadush Medium Clinic,Hadush Medium Clinic,hadush medium clinic,H325,tigray,north west zone,adi daero town
1007802,Mezega Waldba Medium CliniC,Clinic,Clinic,Private for profit,Rural,No,Pending,Operational,tigray,Western Zone,Wolkayit Woreda,,Mezega,,,,,107036-6,,,,,,,,,,,,,,Mekonen Drug Shop,,"ሰኔ 21,2013",2026-05-22 00:13:20,tigray,Tigray Region,Mezega Waldba Medium CliniC,Mezega Waldba Medium Clinic,mezega waldba medium clinic,M224,tigray,western zone,wolkayit woreda
1007808,Temesgen Drug Shop,Pharmacy,Drug Store,Private for profit,Rural,No,Pending,Operational,tigray,Western Zone,Wolkayit Woreda,,Maygaba,,,,,107042-4,,,,,,,,,,,936312264,,,,,"ሰኔ 21,2013",2026-05-22 00:13:20,tigray,Tigray Region,Temesgen Drug Shop,Temesgen Drug Shop,temesgen drug shop,T525,tigray,western zone,wolkayit woreda
1007839,Africa  Medium Clinic,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,tigray,Southern Zone,Alamata Town,,1,,,,,107073-9,,,,,,,,,,,914735436,Mengesha Fentaw,,Alamata Town,"መስከረም 13,2011","ሰኔ 21,2013",2026-05-22 00:13:20,tigray,Tigray Region,Africa  Medium Clinic,Africa  Medium Clinic,africa medium clinic,A162,tigray,southern zone,alamata town
1007880,Haro Primary Clinic,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,oromia,Guji Zone,Odo Shakiso,Alona,Alona,5.8891623,38.8122103,0.0,,107113-3,,,,2.0,1.0,,,,,,914980936,Etalem Abdisa,,Odo Shakiso Woreda ,"ታኅሣሥ 1,2007","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Haro Primary Clinic,Haro Primary Clinic,haro primary clinic,H616,oromia,guji zone,odo shakiso
